P -5516.0480, -3898.5280, 0.0000, 40, 90, 120, 3, N
P -5516.0480, -3025.5680, 0.0000, 40, 80, 110, 1, S
P -5079.5680, -3462.0480, 0.0000, 40, 80, 110, 1, E
P -5952.5280, -3462.0480, 0.0000, 40, 80, 110, 1, W
L -525.7100, -3071.3533, 0.0000, -525.7100, -3038.3533, 0.0000, 40, 80, 110
L -525.7100, -3038.3533, 0.0000, -545.5100, -3014.3533, 0.0000, 40, 80, 110
L -545.5100, -3014.3533, 0.0000, -604.9100, -3014.3533, 0.0000, 40, 80, 110
L -604.9100, -3014.3533, 0.0000, -624.7100, -3038.3533, 0.0000, 40, 80, 110
L -452.2100, -3014.3533, 0.0000, -452.2100, -3164.3533, 0.0000, 40, 80, 110
L -481.9100, -3164.3533, 0.0000, -422.5100, -3164.3533, 0.0000, 40, 80, 110
L -481.9100, -3014.3533, 0.0000, -422.5100, -3014.3533, 0.0000, 40, 80, 110
L -378.7100, -3014.3533, 0.0000, -378.7100, -3164.3533, 0.0000, 40, 80, 110
L -378.7100, -3164.3533, 0.0000, -279.7100, -3014.3533, 0.0000, 40, 80, 110
L -279.7100, -3014.3533, 0.0000, -279.7100, -3164.3533, 0.0000, 40, 80, 110
L -161.6600, -3134.3533, 0.0000, -186.4100, -3164.3533, 0.0000, 40, 80, 110
L -186.4100, -3164.3533, 0.0000, -230.9600, -3164.3533, 0.0000, 40, 80, 110
L -230.9600, -3164.3533, 0.0000, -255.7100, -3119.3533, 0.0000, 40, 80, 110
L -255.7100, -3119.3533, 0.0000, -255.7100, -3059.3533, 0.0000, 40, 80, 110
L -255.7100, -3059.3533, 0.0000, -230.9600, -3014.3533, 0.0000, 40, 80, 110
L -230.9600, -3014.3533, 0.0000, -186.4100, -3014.3533, 0.0000, 40, 80, 110
L -186.4100, -3014.3533, 0.0000, -161.6600, -3051.8533, 0.0000, 40, 80, 110
L -161.6600, -3051.8533, 0.0000, -161.6600, -3081.8533, 0.0000, 40, 80, 110
L -161.6600, -3081.8533, 0.0000, -196.3100, -3081.8533, 0.0000, 40, 80, 110
L -1950.2900, -3203.3533, 0.0000, -131.6600, -3203.3533, 0.0000, 40, 80, 110
L -1950.2900, -2975.3533, 0.0000, -131.6600, -2975.3533, 0.0000, 40, 80, 110
L -5969.1300, -3089.3533, 0.0000, -5847.3470, -3131.3901, 0.0000, 40, 80, 110
L -5847.3470, -3131.3901, 0.0000, -5725.5639, -3089.3533, 0.0000, 40, 80, 110
L -5725.5639, -3089.3533, 0.0000, -5603.7809, -3122.9572, 0.0000, 40, 80, 110
L -5603.7809, -3122.9572, 0.0000, -5481.9979, -3089.3533, 0.0000, 40, 80, 110
L -5481.9979, -3089.3533, 0.0000, -5360.2148, -3147.3364, 0.0000, 40, 80, 110
L -5360.2148, -3147.3364, 0.0000, -5238.4318, -3089.3533, 0.0000, 40, 80, 110
L -5238.4318, -3089.3533, 0.0000, -5116.6488, -3119.1346, 0.0000, 40, 80, 110
L -5116.6488, -3119.1346, 0.0000, -4994.8658, -3089.3533, 0.0000, 40, 80, 110
L -4994.8658, -3089.3533, 0.0000, -4873.0827, -3141.7275, 0.0000, 40, 80, 110
L -4873.0827, -3141.7275, 0.0000, -4751.2997, -3089.3533, 0.0000, 40, 80, 110
L -4751.2997, -3089.3533, 0.0000, -4629.5167, -3133.4306, 0.0000, 40, 80, 110
L -4629.5167, -3133.4306, 0.0000, -4507.7336, -3089.3533, 0.0000, 40, 80, 110
L -4507.7336, -3089.3533, 0.0000, -4385.9506, -3118.4307, 0.0000, 40, 80, 110
L -4385.9506, -3118.4307, 0.0000, -4264.1676, -3089.3533, 0.0000, 40, 80, 110
L -4264.1676, -3089.3533, 0.0000, -4142.3845, -3140.3408, 0.0000, 40, 80, 110
L -4142.3845, -3140.3408, 0.0000, -4020.6015, -3089.3533, 0.0000, 40, 80, 110
L -4020.6015, -3089.3533, 0.0000, -3898.8185, -3117.4312, 0.0000, 40, 80, 110
L -3898.8185, -3117.4312, 0.0000, -3777.0355, -3089.3533, 0.0000, 40, 80, 110
L -3777.0355, -3089.3533, 0.0000, -3655.2524, -3136.7435, 0.0000, 40, 80, 110
L -3655.2524, -3136.7435, 0.0000, -3533.4694, -3089.3533, 0.0000, 40, 80, 110
L -3533.4694, -3089.3533, 0.0000, -3411.6864, -3119.0088, 0.0000, 40, 80, 110
L -3411.6864, -3119.0088, 0.0000, -3289.9033, -3089.3533, 0.0000, 40, 80, 110
L -3289.9033, -3089.3533, 0.0000, -3168.1203, -3120.0256, 0.0000, 40, 80, 110
L -3168.1203, -3120.0256, 0.0000, -3046.3373, -3089.3533, 0.0000, 40, 80, 110
L -3046.3373, -3089.3533, 0.0000, -2924.5542, -3136.2986, 0.0000, 40, 80, 110
L -2924.5542, -3136.2986, 0.0000, -2802.7712, -3089.3533, 0.0000, 40, 80, 110
L -2802.7712, -3089.3533, 0.0000, -2680.9882, -3155.9123, 0.0000, 40, 80, 110
L -2680.9882, -3155.9123, 0.0000, -2559.2052, -3089.3533, 0.0000, 40, 80, 110
L -2559.2052, -3089.3533, 0.0000, -2437.4221, -3121.6386, 0.0000, 40, 80, 110
L -2437.4221, -3121.6386, 0.0000, -2315.6391, -3089.3533, 0.0000, 40, 80, 110
L -2315.6391, -3089.3533, 0.0000, -2193.8561, -3126.4862, 0.0000, 40, 80, 110
L -2193.8561, -3126.4862, 0.0000, -2072.0730, -3089.3533, 0.0000, 40, 80, 110
L -2072.0730, -3089.3533, 0.0000, -1950.2900, -3146.1907, 0.0000, 40, 80, 110
L -131.6600, -3089.3533, 0.0000, -9.4350, -3161.8041, 0.0000, 40, 80, 110
L -9.4350, -3161.8041, 0.0000, 112.7900, -3089.3533, 0.0000, 40, 80, 110
L 112.7900, -3089.3533, 0.0000, 235.0150, -3143.7371, 0.0000, 40, 80, 110
L 235.0150, -3143.7371, 0.0000, 357.2400, -3089.3533, 0.0000, 40, 80, 110
L 357.2400, -3089.3533, 0.0000, 479.4650, -3134.9415, 0.0000, 40, 80, 110
L 479.4650, -3134.9415, 0.0000, 601.6900, -3089.3533, 0.0000, 40, 80, 110
L 601.6900, -3089.3533, 0.0000, 723.9150, -3163.1957, 0.0000, 40, 80, 110
L 723.9150, -3163.1957, 0.0000, 846.1400, -3089.3533, 0.0000, 40, 80, 110
L 846.1400, -3089.3533, 0.0000, 968.3650, -3117.8742, 0.0000, 40, 80, 110
L 968.3650, -3117.8742, 0.0000, 1090.5900, -3089.3533, 0.0000, 40, 80, 110
L 1090.5900, -3089.3533, 0.0000, 1212.8150, -3157.4536, 0.0000, 40, 80, 110
L 1212.8150, -3157.4536, 0.0000, 1335.0400, -3089.3533, 0.0000, 40, 80, 110
L 1335.0400, -3089.3533, 0.0000, 1457.2650, -3129.7218, 0.0000, 40, 80, 110
L 1457.2650, -3129.7218, 0.0000, 1579.4900, -3089.3533, 0.0000, 40, 80, 110
L 1579.4900, -3089.3533, 0.0000, 1701.7150, -3122.6357, 0.0000, 40, 80, 110
L 1701.7150, -3122.6357, 0.0000, 1823.9400, -3089.3533, 0.0000, 40, 80, 110
L 1823.9400, -3089.3533, 0.0000, 1946.1650, -3121.3457, 0.0000, 40, 80, 110
L 1946.1650, -3121.3457, 0.0000, 2068.3900, -3089.3533, 0.0000, 40, 80, 110
L 2068.3900, -3089.3533, 0.0000, 2190.6150, -3130.6418, 0.0000, 40, 80, 110
L 2190.6150, -3130.6418, 0.0000, 2312.8400, -3089.3533, 0.0000, 40, 80, 110
L 2312.8400, -3089.3533, 0.0000, 2435.0650, -3155.3895, 0.0000, 40, 80, 110
L 2435.0650, -3155.3895, 0.0000, 2557.2900, -3089.3533, 0.0000, 40, 80, 110
L 2557.2900, -3089.3533, 0.0000, 2679.5150, -3124.4137, 0.0000, 40, 80, 110
L 2679.5150, -3124.4137, 0.0000, 2801.7400, -3089.3533, 0.0000, 40, 80, 110
L 2801.7400, -3089.3533, 0.0000, 2923.9650, -3143.9563, 0.0000, 40, 80, 110
L 2923.9650, -3143.9563, 0.0000, 3046.1900, -3089.3533, 0.0000, 40, 80, 110
L 3046.1900, -3089.3533, 0.0000, 3168.4150, -3146.7503, 0.0000, 40, 80, 110
L 3168.4150, -3146.7503, 0.0000, 3290.6400, -3089.3533, 0.0000, 40, 80, 110
L 3290.6400, -3089.3533, 0.0000, 3412.8650, -3133.7577, 0.0000, 40, 80, 110
L 3412.8650, -3133.7577, 0.0000, 3535.0900, -3089.3533, 0.0000, 40, 80, 110
L -5969.1300, -3089.3533, 0.0000, -5982.7741, -2967.0422, 0.0000, 40, 80, 110
L -5982.7741, -2967.0422, 0.0000, -5969.1300, -2844.7311, 0.0000, 40, 80, 110
L -5969.1300, -2844.7311, 0.0000, -5976.6825, -2722.4200, 0.0000, 40, 80, 110
L -5976.6825, -2722.4200, 0.0000, -5969.1300, -2600.1089, 0.0000, 40, 80, 110
L -5969.1300, -2600.1089, 0.0000, -5976.6424, -2477.7978, 0.0000, 40, 80, 110
L -5976.6424, -2477.7978, 0.0000, -5969.1300, -2355.4866, 0.0000, 40, 80, 110
L -5969.1300, -2355.4866, 0.0000, -5978.4808, -2233.1755, 0.0000, 40, 80, 110
L -5978.4808, -2233.1755, 0.0000, -5969.1300, -2110.8644, 0.0000, 40, 80, 110
L -5969.1300, -2110.8644, 0.0000, -5984.4404, -1988.5533, 0.0000, 40, 80, 110
L -5984.4404, -1988.5533, 0.0000, -5969.1300, -1866.2422, 0.0000, 40, 80, 110
L -5969.1300, -1866.2422, 0.0000, -5981.2648, -1743.9311, 0.0000, 40, 80, 110
L -5981.2648, -1743.9311, 0.0000, -5969.1300, -1621.6200, 0.0000, 40, 80, 110
