P 1190.00, 131.60, 0.0000, 46, 58, 52, 3, N
P 1190.00, 316.40, 0.0000, 46, 58, 52, 1, S
P 1282.40, 224.00, 0.0000, 46, 58, 52, 1, E
P 1097.60, 224.00, 0.0000, 46, 58, 52, 1, W
L -505.6091, -1077.2514, 0.0000, -499.4480, -1077.2514, 0.0000, 62, 104, 56
L -497.0410, -1077.2514, 0.0000, -493.7080, -1077.2514, 0.0000, 62, 104, 56
L -516.3415, -1069.1768, 0.0000, -512.2716, -1069.1768, 0.0000, 62, 104, 56
L -509.9550, -1069.1768, 0.0000, -505.6587, -1069.1768, 0.0000, 62, 104, 56
L -503.6297, -1069.1768, 0.0000, -497.9690, -1069.1768, 0.0000, 62, 104, 56
L 1258.6647, -356.3159, 0.0000, 1249.9613, -344.3669, 0.0000, 62, 104, 56
L 1249.9613, -344.3669, 0.0000, 1236.0246, -340.3678, 0.0000, 62, 104, 56
L 1236.0246, -340.3678, 0.0000, 1219.5605, -337.8029, 0.0000, 62, 104, 56
L 1219.5605, -337.8029, 0.0000, 1211.2925, -349.9580, 0.0000, 62, 104, 56
L 1211.2925, -349.9580, 0.0000, 1214.0373, -361.8546, 0.0000, 62, 104, 56
L 1214.0373, -361.8546, 0.0000, 1219.5605, -374.8289, 0.0000, 62, 104, 56
L 1219.5605, -374.8289, 0.0000, 1236.5318, -374.6228, 0.0000, 62, 104, 56
L 1236.5318, -374.6228, 0.0000, 1247.7237, -366.7252, 0.0000, 62, 104, 56
L 1247.7237, -366.7252, 0.0000, 1258.6647, -356.3159, 0.0000, 62, 104, 56
L 1222.9854, -368.9862, 0.0000, 1228.1722, -368.9862, 0.0000, 62, 104, 56
L 1231.2834, -368.9862, 0.0000, 1237.6994, -368.9862, 0.0000, 62, 104, 56
L 1239.6768, -368.9862, 0.0000, 1242.2050, -368.9862, 0.0000, 62, 104, 56
L 1218.5279, -360.5393, 0.0000, 1224.2783, -360.5393, 0.0000, 62, 104, 56
L 1226.9949, -360.5393, 0.0000, 1230.4067, -360.5393, 0.0000, 62, 104, 56
L 1232.1216, -360.5393, 0.0000, 1235.6683, -360.5393, 0.0000, 62, 104, 56
L 1238.6136, -360.5393, 0.0000, 1244.5560, -360.5393, 0.0000, 62, 104, 56
L 1218.5279, -352.0924, 0.0000, 1223.7558, -352.0924, 0.0000, 62, 104, 56
L 1226.8953, -352.0924, 0.0000, 1232.4806, -352.0924, 0.0000, 62, 104, 56
L 1234.3498, -352.0924, 0.0000, 1237.8715, -352.0924, 0.0000, 62, 104, 56
L 1240.8976, -352.0924, 0.0000, 1244.2178, -352.0924, 0.0000, 62, 104, 56
L 1246.5029, -352.0924, 0.0000, 1246.6625, -352.0924, 0.0000, 62, 104, 56
L 1222.9854, -343.6456, 0.0000, 1226.7205, -343.6456, 0.0000, 62, 104, 56
L 1229.6907, -343.6456, 0.0000, 1234.0044, -343.6456, 0.0000, 62, 104, 56
L 1236.1548, -343.6456, 0.0000, 1241.9053, -343.6456, 0.0000, 62, 104, 56
L 1132.9365, -1824.1032, 0.0000, 1133.0240, -1809.1248, 0.0000, 62, 104, 56
L 1133.0240, -1809.1248, 0.0000, 1115.4221, -1804.7246, 0.0000, 62, 104, 56
L 1115.4221, -1804.7246, 0.0000, 1100.4144, -1808.7063, 0.0000, 62, 104, 56
L 1100.4144, -1808.7063, 0.0000, 1084.5515, -1816.1333, 0.0000, 62, 104, 56
L 1084.5515, -1816.1333, 0.0000, 1088.7053, -1830.8333, 0.0000, 62, 104, 56
L 1088.7053, -1830.8333, 0.0000, 1100.4144, -1839.5000, 0.0000, 62, 104, 56
L 1100.4144, -1839.5000, 0.0000, 1116.1897, -1847.0514, 0.0000, 62, 104, 56
L 1116.1897, -1847.0514, 0.0000, 1129.6378, -1836.7516, 0.0000, 62, 104, 56
L 1129.6378, -1836.7516, 0.0000, 1132.9365, -1824.1032, 0.0000, 62, 104, 56
L 1100.8585, -1837.8109, 0.0000, 1105.0233, -1837.8109, 0.0000, 62, 104, 56
L 1107.6063, -1837.8109, 0.0000, 1113.4786, -1837.8109, 0.0000, 62, 104, 56
L 1116.1049, -1837.8109, 0.0000, 1119.7309, -1837.8109, 0.0000, 62, 104, 56
L 1096.0360, -1828.6724, 0.0000, 1100.0796, -1828.6724, 0.0000, 62, 104, 56
L 1103.8466, -1828.6724, 0.0000, 1108.4963, -1828.6724, 0.0000, 62, 104, 56
L 1111.8224, -1828.6724, 0.0000, 1116.8762, -1828.6724, 0.0000, 62, 104, 56
L 1120.0894, -1828.6724, 0.0000, 1126.4741, -1828.6724, 0.0000, 62, 104, 56
L 1096.0360, -1819.5339, 0.0000, 1100.4237, -1819.5339, 0.0000, 62, 104, 56
L 1102.3430, -1819.5339, 0.0000, 1107.5580, -1819.5339, 0.0000, 62, 104, 56
L 1110.1478, -1819.5339, 0.0000, 1114.6907, -1819.5339, 0.0000, 62, 104, 56
L 1116.7930, -1819.5339, 0.0000, 1122.6371, -1819.5339, 0.0000, 62, 104, 56
L 1125.7493, -1819.5339, 0.0000, 1126.4741, -1819.5339, 0.0000, 62, 104, 56
L 1100.8585, -1810.3955, 0.0000, 1104.6279, -1810.3955, 0.0000, 62, 104, 56
L 1107.7635, -1810.3955, 0.0000, 1111.0998, -1810.3955, 0.0000, 62, 104, 56
L 1113.5671, -1810.3955, 0.0000, 1120.0099, -1810.3955, 0.0000, 62, 104, 56
L -468.4528, -1398.6359, 0.0000, -479.1797, -1388.0615, 0.0000, 62, 104, 56
L -479.1797, -1388.0615, 0.0000, -490.7925, -1381.1707, 0.0000, 62, 104, 56
L -490.7925, -1381.1707, 0.0000, -507.5958, -1380.1045, 0.0000, 62, 104, 56
L -507.5958, -1380.1045, 0.0000, -513.4003, -1393.0094, 0.0000, 62, 104, 56
L -513.4003, -1393.0094, 0.0000, -514.8714, -1404.7015, 0.0000, 62, 104, 56
L -514.8714, -1404.7015, 0.0000, -507.5958, -1417.1673, 0.0000, 62, 104, 56
L -507.5958, -1417.1673, 0.0000, -491.0644, -1414.8368, 0.0000, 62, 104, 56
L -491.0644, -1414.8368, 0.0000, -477.9804, -1410.0355, 0.0000, 62, 104, 56
L -477.9804, -1410.0355, 0.0000, -468.4528, -1398.6359, 0.0000, 62, 104, 56
L -504.0592, -1411.1761, 0.0000, -498.7435, -1411.1761, 0.0000, 62, 104, 56
L -495.6898, -1411.1761, 0.0000, -490.3393, -1411.1761, 0.0000, 62, 104, 56
L -486.8952, -1411.1761, 0.0000, -485.0370, -1411.1761, 0.0000, 62, 104, 56
L -508.4710, -1402.8160, 0.0000, -503.0931, -1402.8160, 0.0000, 62, 104, 56
L -500.8707, -1402.8160, 0.0000, -496.8411, -1402.8160, 0.0000, 62, 104, 56
L -494.3799, -1402.8160, 0.0000, -488.2136, -1402.8160, 0.0000, 62, 104, 56
L -486.1404, -1402.8160, 0.0000, -481.6706, -1402.8160, 0.0000, 62, 104, 56
L -508.4710, -1394.4558, 0.0000, -503.4931, -1394.4558, 0.0000, 62, 104, 56
L -500.8988, -1394.4558, 0.0000, -496.4066, -1394.4558, 0.0000, 62, 104, 56
L -493.8113, -1394.4558, 0.0000, -489.4486, -1394.4558, 0.0000, 62, 104, 56
L -487.0302, -1394.4558, 0.0000, -483.4534, -1394.4558, 0.0000, 62, 104, 56
L -504.0592, -1386.0957, 0.0000, -497.4637, -1386.0957, 0.0000, 62, 104, 56
L -493.9191, -1386.0957, 0.0000, -488.0578, -1386.0957, 0.0000, 62, 104, 56
L 1166.1713, -2272.5924, 0.0000, 1155.5043, -2261.8271, 0.0000, 62, 104, 56
L 1159.9323, -2286.4045, 0.0000, 1166.1713, -2272.5924, 0.0000, 62, 104, 56
L -476.7815, -2222.6105, 0.0000, -476.4908, -2203.7389, 0.0000, 62, 104, 56
L -476.4908, -2203.7389, 0.0000, -498.1673, -2195.8665, 0.0000, 62, 104, 56
L -498.1673, -2195.8665, 0.0000, -517.4864, -2203.3397, 0.0000, 62, 104, 56
L -517.4864, -2203.3397, 0.0000, -537.5626, -2212.5691, 0.0000, 62, 104, 56
L -537.5626, -2212.5691, 0.0000, -535.0386, -2231.8986, 0.0000, 62, 104, 56
L -535.0386, -2231.8986, 0.0000, -517.4864, -2241.8813, 0.0000, 62, 104, 56
L -517.4864, -2241.8813, 0.0000, -497.7008, -2251.5236, 0.0000, 62, 104, 56
L -497.7008, -2251.5236, 0.0000, -478.5484, -2240.0664, 0.0000, 62, 104, 56
L -478.5484, -2240.0664, 0.0000, -476.7815, -2222.6105, 0.0000, 62, 104, 56
L -517.3963, -2240.3813, 0.0000, -512.2401, -2240.3813, 0.0000, 62, 104, 56
L -508.8643, -2240.3813, 0.0000, -503.5978, -2240.3813, 0.0000, 62, 104, 56
L -500.3443, -2240.3813, 0.0000, -491.4173, -2240.3813, 0.0000, 62, 104, 56
L -523.6482, -2228.5341, 0.0000, -515.2750, -2228.5341, 0.0000, 62, 104, 56
L -510.9161, -2228.5341, 0.0000, -506.5001, -2228.5341, 0.0000, 62, 104, 56
L -504.0327, -2228.5341, 0.0000, -496.8625, -2228.5341, 0.0000, 62, 104, 56
L -491.9404, -2228.5341, 0.0000, -485.4852, -2228.5341, 0.0000, 62, 104, 56
L -523.6482, -2216.6869, 0.0000, -515.0429, -2216.6869, 0.0000, 62, 104, 56
L -509.8590, -2216.6869, 0.0000, -502.2429, -2216.6869, 0.0000, 62, 104, 56
L -498.8124, -2216.6869, 0.0000, -490.6231, -2216.6869, 0.0000, 62, 104, 56
L -486.5561, -2216.6869, 0.0000, -484.1880, -2216.6869, 0.0000, 62, 104, 56
L -517.3963, -2204.8398, 0.0000, -510.9349, -2204.8398, 0.0000, 62, 104, 56
L -506.7338, -2204.8398, 0.0000, -498.7584, -2204.8398, 0.0000, 62, 104, 56
L -493.8922, -2204.8398, 0.0000, -490.4399, -2204.8398, 0.0000, 62, 104, 56
L -280.7040, -156.5733, 0.0000, -286.8652, -137.9887, 0.0000, 62, 104, 56
L -286.8652, -137.9887, 0.0000, -309.2192, -134.9203, 0.0000, 62, 104, 56
L -309.2192, -134.9203, 0.0000, -330.4609, -133.0170, 0.0000, 62, 104, 56
L -330.4609, -133.0170, 0.0000, -347.0080, -146.6846, 0.0000, 62, 104, 56
L -347.0080, -146.6846, 0.0000, -339.0716, -164.0932, 0.0000, 62, 104, 56
L -339.0716, -164.0932, 0.0000, -330.4609, -180.1295, 0.0000, 62, 104, 56
L -330.4609, -180.1295, 0.0000, -307.7526, -185.0465, 0.0000, 62, 104, 56
L -307.7526, -185.0465, 0.0000, -293.3350, -170.7062, 0.0000, 62, 104, 56
L -293.3350, -170.7062, 0.0000, -280.7040, -156.5733, 0.0000, 62, 104, 56
L -327.2392, -174.1933, 0.0000, -320.0922, -174.1933, 0.0000, 62, 104, 56
L -315.0101, -174.1933, 0.0000, -308.5756, -174.1933, 0.0000, 62, 104, 56
L -303.7671, -174.1933, 0.0000, -300.5113, -174.1933, 0.0000, 62, 104, 56
L -333.4381, -162.4466, 0.0000, -327.4086, -162.4466, 0.0000, 62, 104, 56
L -325.0039, -162.4466, 0.0000, -318.4629, -162.4466, 0.0000, 62, 104, 56
L -314.9780, -162.4466, 0.0000, -307.7568, -162.4466, 0.0000, 62, 104, 56
L -302.8744, -162.4466, 0.0000, -297.9806, -162.4466, 0.0000, 62, 104, 56
L -295.0037, -162.4466, 0.0000, -294.3125, -162.4466, 0.0000, 62, 104, 56
L -333.4381, -150.6999, 0.0000, -328.1883, -150.6999, 0.0000, 62, 104, 56
L -324.3672, -150.6999, 0.0000, -319.0060, -150.6999, 0.0000, 62, 104, 56
L -315.7060, -150.6999, 0.0000, -310.5024, -150.6999, 0.0000, 62, 104, 56
L -307.3444, -150.6999, 0.0000, -300.5632, -150.6999, 0.0000, 62, 104, 56
L -296.0878, -150.6999, 0.0000, -294.3125, -150.6999, 0.0000, 62, 104, 56
L -327.2392, -138.9532, 0.0000, -322.9960, -138.9532, 0.0000, 62, 104, 56
L -320.4240, -138.9532, 0.0000, -313.6561, -138.9532, 0.0000, 62, 104, 56
L -310.6614, -138.9532, 0.0000, -301.2878, -138.9532, 0.0000, 62, 104, 56
L 98.3789, 116.3738, 0.0000, 95.4396, 134.5840, 0.0000, 86, 132, 70
L 95.4396, 134.5840, 0.0000, 73.5398, 137.6082, 0.0000, 86, 132, 70
L 73.5398, 137.6082, 0.0000, 54.2712, 137.2556, 0.0000, 86, 132, 70
L 54.2712, 137.2556, 0.0000, 36.5085, 126.0632, 0.0000, 86, 132, 70
L 36.5085, 126.0632, 0.0000, 44.2645, 108.9992, 0.0000, 86, 132, 70
L 44.2645, 108.9992, 0.0000, 54.2712, 95.4920, 0.0000, 86, 132, 70
L 54.2712, 95.4920, 0.0000, 74.9731, 88.4742, 0.0000, 86, 132, 70
L 74.9731, 88.4742, 0.0000, 89.1169, 102.5141, 0.0000, 86, 132, 70
L 89.1169, 102.5141, 0.0000, 98.3789, 116.3738, 0.0000, 86, 132, 70
L 56.3106, 99.6778, 0.0000, 63.9500, 99.6778, 0.0000, 62, 104, 56
L 68.6894, 99.6778, 0.0000, 76.3569, 99.6778, 0.0000, 62, 104, 56
L 81.0090, 99.6778, 0.0000, 81.6368, 99.6778, 0.0000, 62, 104, 56
L 50.4369, 110.8085, 0.0000, 56.5590, 110.8085, 0.0000, 62, 104, 56
L 59.4944, 110.8085, 0.0000, 67.7153, 110.8085, 0.0000, 62, 104, 56
L 70.8214, 110.8085, 0.0000, 79.5970, 110.8085, 0.0000, 62, 104, 56
L 82.7882, 110.8085, 0.0000, 87.5106, 110.8085, 0.0000, 62, 104, 56
L 50.4369, 121.9392, 0.0000, 58.2725, 121.9392, 0.0000, 62, 104, 56
L 60.6103, 121.9392, 0.0000, 68.2099, 121.9392, 0.0000, 62, 104, 56
L 70.7194, 121.9392, 0.0000, 76.4036, 121.9392, 0.0000, 62, 104, 56
L 78.8792, 121.9392, 0.0000, 85.8511, 121.9392, 0.0000, 62, 104, 56
L 56.3106, 133.0699, 0.0000, 61.2577, 133.0699, 0.0000, 62, 104, 56
L 64.8949, 133.0699, 0.0000, 70.9789, 133.0699, 0.0000, 62, 104, 56
L 74.6365, 133.0699, 0.0000, 81.2091, 133.0699, 0.0000, 62, 104, 56
L 1167.3115, -2156.9165, 0.0000, 1167.5528, -2143.9781, 0.0000, 62, 104, 56
L 1167.5528, -2143.9781, 0.0000, 1152.5160, -2139.3966, 0.0000, 62, 104, 56
L 1152.5160, -2139.3966, 0.0000, 1139.4672, -2143.7343, 0.0000, 62, 104, 56
L 1139.4672, -2143.7343, 0.0000, 1125.6819, -2150.0321, 0.0000, 62, 104, 56
L 1125.6819, -2150.0321, 0.0000, 1128.3616, -2163.0011, 0.0000, 62, 104, 56
L 1128.3616, -2163.0011, 0.0000, 1139.4672, -2170.0987, 0.0000, 62, 104, 56
L 1139.4672, -2170.0987, 0.0000, 1153.0112, -2176.7393, 0.0000, 62, 104, 56
L 1153.0112, -2176.7393, 0.0000, 1165.3683, -2168.3518, 0.0000, 62, 104, 56
L 1165.3683, -2168.3518, 0.0000, 1167.3115, -2156.9165, 0.0000, 62, 104, 56
L 785.1620, 246.2232, 0.0000, 770.2976, 260.2971, 0.0000, 86, 132, 70
L 770.2976, 260.2971, 0.0000, 755.2926, 271.5654, 0.0000, 86, 132, 70
L 755.2926, 271.5654, 0.0000, 732.1839, 271.3045, 0.0000, 86, 132, 70
L 732.1839, 271.3045, 0.0000, 724.7522, 253.7118, 0.0000, 86, 132, 70
L 724.7522, 253.7118, 0.0000, 720.3539, 237.4219, 0.0000, 86, 132, 70
L 720.3539, 237.4219, 0.0000, 732.1839, 221.1419, 0.0000, 86, 132, 70
L 732.1839, 221.1419, 0.0000, 754.4799, 224.6607, 0.0000, 86, 132, 70
L 754.4799, 224.6607, 0.0000, 773.8832, 229.6822, 0.0000, 86, 132, 70
L 773.8832, 229.6822, 0.0000, 785.1620, 246.2232, 0.0000, 86, 132, 70
L 736.7377, 228.9438, 0.0000, 744.7391, 228.9438, 0.0000, 62, 104, 56
L 748.9109, 228.9438, 0.0000, 755.3217, 228.9438, 0.0000, 62, 104, 56
L 759.3969, 228.9438, 0.0000, 762.9487, 228.9438, 0.0000, 62, 104, 56
L 730.6587, 240.4634, 0.0000, 739.5714, 240.4634, 0.0000, 62, 104, 56
L 741.9294, 240.4634, 0.0000, 750.5369, 240.4634, 0.0000, 62, 104, 56
L 755.5091, 240.4634, 0.0000, 764.5023, 240.4634, 0.0000, 62, 104, 56
L 768.6463, 240.4634, 0.0000, 769.0277, 240.4634, 0.0000, 62, 104, 56
L 730.6587, 251.9830, 0.0000, 736.8793, 251.9830, 0.0000, 62, 104, 56
L 741.1238, 251.9830, 0.0000, 748.4503, 251.9830, 0.0000, 62, 104, 56
L 753.2501, 251.9830, 0.0000, 760.4167, 251.9830, 0.0000, 62, 104, 56
L 764.0681, 251.9830, 0.0000, 769.0277, 251.9830, 0.0000, 62, 104, 56
L 736.7377, 263.5026, 0.0000, 745.2111, 263.5026, 0.0000, 62, 104, 56
L 749.4062, 263.5026, 0.0000, 756.6923, 263.5026, 0.0000, 62, 104, 56
L 761.6460, 263.5026, 0.0000, 762.9487, 263.5026, 0.0000, 62, 104, 56
L 493.3452, 200.6437, 0.0000, 484.1218, 217.6581, 0.0000, 62, 104, 56
L 484.1218, 217.6581, 0.0000, 463.8895, 221.5507, 0.0000, 62, 104, 56
L 463.8895, 221.5507, 0.0000, 442.4181, 224.7540, 0.0000, 62, 104, 56
L 442.4181, 224.7540, 0.0000, 429.0604, 209.6969, 0.0000, 62, 104, 56
L 429.0604, 209.6969, 0.0000, 435.0656, 193.3828, 0.0000, 62, 104, 56
L 435.0656, 193.3828, 0.0000, 442.4181, 176.5335, 0.0000, 62, 104, 56
L 442.4181, 176.5335, 0.0000, 464.9992, 174.5761, 0.0000, 62, 104, 56
L 464.9992, 174.5761, 0.0000, 479.2264, 186.9977, 0.0000, 62, 104, 56
L 479.2264, 186.9977, 0.0000, 493.3452, 200.6437, 0.0000, 62, 104, 56
L 446.4680, 183.6013, 0.0000, 455.3537, 183.6013, 0.0000, 62, 104, 56
L 459.7219, 183.6013, 0.0000, 467.3192, 183.6013, 0.0000, 62, 104, 56
L 470.6832, 183.6013, 0.0000, 472.3196, 183.6013, 0.0000, 62, 104, 56
L 440.4724, 194.9629, 0.0000, 446.7721, 194.9629, 0.0000, 62, 104, 56
L 451.4261, 194.9629, 0.0000, 457.0554, 194.9629, 0.0000, 62, 104, 56
L 461.7949, 194.9629, 0.0000, 469.8473, 194.9629, 0.0000, 62, 104, 56
L 473.5748, 194.9629, 0.0000, 478.3152, 194.9629, 0.0000, 62, 104, 56
L 440.4724, 206.3245, 0.0000, 446.8938, 206.3245, 0.0000, 62, 104, 56
L 451.4052, 206.3245, 0.0000, 455.5341, 206.3245, 0.0000, 62, 104, 56
L 459.3049, 206.3245, 0.0000, 467.0374, 206.3245, 0.0000, 62, 104, 56
L 469.3589, 206.3245, 0.0000, 475.9458, 206.3245, 0.0000, 62, 104, 56
L 446.4680, 217.6861, 0.0000, 452.4431, 217.6861, 0.0000, 62, 104, 56
L 456.0271, 217.6861, 0.0000, 462.9615, 217.6861, 0.0000, 62, 104, 56
L 467.2589, 217.6861, 0.0000, 472.3196, 217.6861, 0.0000, 62, 104, 56
L 1198.2343, -2273.9075, 0.0000, 1203.5450, -2273.9075, 0.0000, 62, 104, 56
L 1205.1752, -2273.9075, 0.0000, 1210.8742, -2273.9075, 0.0000, 62, 104, 56
L 1214.0799, -2273.9075, 0.0000, 1216.1690, -2273.9075, 0.0000, 62, 104, 56
L 1194.0748, -2266.0253, 0.0000, 1198.3585, -2266.0253, 0.0000, 62, 104, 56
L 1201.0324, -2266.0253, 0.0000, 1204.6930, -2266.0253, 0.0000, 62, 104, 56
L 1207.8335, -2266.0253, 0.0000, 1213.7581, -2266.0253, 0.0000, 62, 104, 56
L 1215.4006, -2266.0253, 0.0000, 1220.3286, -2266.0253, 0.0000, 62, 104, 56
L 1194.0748, -2258.1431, 0.0000, 1199.1269, -2258.1431, 0.0000, 62, 104, 56
L 1200.8292, -2258.1431, 0.0000, 1206.6562, -2258.1431, 0.0000, 62, 104, 56
L 1208.5862, -2258.1431, 0.0000, 1211.4738, -2258.1431, 0.0000, 62, 104, 56
L 1213.4853, -2258.1431, 0.0000, 1217.7131, -2258.1431, 0.0000, 62, 104, 56
L 1220.2969, -2258.1431, 0.0000, 1220.3286, -2258.1431, 0.0000, 62, 104, 56
L 1198.2343, -2250.2609, 0.0000, 1201.6677, -2250.2609, 0.0000, 62, 104, 56
L 1203.2583, -2250.2609, 0.0000, 1206.2177, -2250.2609, 0.0000, 62, 104, 56
L 1207.8031, -2250.2609, 0.0000, 1212.0993, -2250.2609, 0.0000, 62, 104, 56
L 1214.5972, -2250.2609, 0.0000, 1216.1690, -2250.2609, 0.0000, 62, 104, 56
L -269.5761, -981.9510, 0.0000, -279.2334, -968.7494, 0.0000, 62, 104, 56
L -279.2334, -968.7494, 0.0000, -292.6764, -955.2406, 0.0000, 62, 104, 56
L -292.6764, -955.2406, 0.0000, -312.8420, -961.4678, 0.0000, 62, 104, 56
L -312.8420, -961.4678, 0.0000, -321.9560, -974.9266, 0.0000, 62, 104, 56
L -321.9560, -974.9266, 0.0000, -329.5015, -991.2275, 0.0000, 62, 104, 56
L -329.5015, -991.2275, 0.0000, -312.8420, -1002.4343, 0.0000, 62, 104, 56
L -312.8420, -1002.4343, 0.0000, -294.0708, -1002.1771, 0.0000, 62, 104, 56
L -294.0708, -1002.1771, 0.0000, -273.0822, -999.3850, 0.0000, 62, 104, 56
L -273.0822, -999.3850, 0.0000, -269.5761, -981.9510, 0.0000, 62, 104, 56
L -310.6226, -998.0398, 0.0000, -305.7900, -998.0398, 0.0000, 62, 104, 56
L -301.9784, -998.0398, 0.0000, -297.2690, -998.0398, 0.0000, 62, 104, 56
L -294.6647, -998.0398, 0.0000, -287.3350, -998.0398, 0.0000, 62, 104, 56
L -316.2827, -987.3140, 0.0000, -308.3008, -987.3140, 0.0000, 62, 104, 56
L -304.9615, -987.3140, 0.0000, -298.6334, -987.3140, 0.0000, 62, 104, 56
L -294.6085, -987.3140, 0.0000, -289.4538, -987.3140, 0.0000, 62, 104, 56
L -285.7678, -987.3140, 0.0000, -281.2652, -987.3140, 0.0000, 62, 104, 56
L -316.2827, -976.5881, 0.0000, -309.8032, -976.5881, 0.0000, 62, 104, 56
L -305.4560, -976.5881, 0.0000, -299.5928, -976.5881, 0.0000, 62, 104, 56
L -296.1256, -976.5881, 0.0000, -289.3400, -976.5881, 0.0000, 62, 104, 56
L -286.4435, -976.5881, 0.0000, -282.4009, -976.5881, 0.0000, 62, 104, 56
L -310.6226, -965.8622, 0.0000, -303.1238, -965.8622, 0.0000, 62, 104, 56
L -300.5350, -965.8622, 0.0000, -292.3695, -965.8622, 0.0000, 62, 104, 56
L -288.5015, -965.8622, 0.0000, -286.2175, -965.8622, 0.0000, 62, 104, 56
L 46.4102, 327.3261, 0.0000, 43.8077, 341.6185, 0.0000, 62, 104, 56
L 43.8077, 341.6185, 0.0000, 28.4001, 352.2730, 0.0000, 62, 104, 56
L 28.4001, 352.2730, 0.0000, 11.3483, 343.9253, 0.0000, 62, 104, 56
L 11.3483, 343.9253, 0.0000, -2.4450, 334.9309, 0.0000, 62, 104, 56
L -2.4450, 334.9309, 0.0000, -5.9937, 318.6621, 0.0000, 62, 104, 56
L -5.9937, 318.6621, 0.0000, 11.3483, 310.7268, 0.0000, 62, 104, 56
L 11.3483, 310.7268, 0.0000, 27.7443, 305.4288, 0.0000, 62, 104, 56
L 27.7443, 305.4288, 0.0000, 46.7006, 311.0431, 0.0000, 62, 104, 56
L 46.7006, 311.0431, 0.0000, 46.4102, 327.3261, 0.0000, 62, 104, 56
L 11.6166, 312.2702, 0.0000, 19.3145, 312.2702, 0.0000, 62, 104, 56
L 23.6071, 312.2702, 0.0000, 31.1618, 312.2702, 0.0000, 62, 104, 56
L 33.3705, 312.2702, 0.0000, 34.4547, 312.2702, 0.0000, 62, 104, 56
L 6.3198, 322.3074, 0.0000, 12.2743, 322.3074, 0.0000, 62, 104, 56
L 14.5956, 322.3074, 0.0000, 19.0570, 322.3074, 0.0000, 62, 104, 56
L 22.1354, 322.3074, 0.0000, 26.7250, 322.3074, 0.0000, 62, 104, 56
L 29.8285, 322.3074, 0.0000, 33.5513, 322.3074, 0.0000, 62, 104, 56
L 35.7654, 322.3074, 0.0000, 39.7515, 322.3074, 0.0000, 62, 104, 56
L 6.3198, 332.3447, 0.0000, 12.1972, 332.3447, 0.0000, 62, 104, 56
L 15.9733, 332.3447, 0.0000, 21.1722, 332.3447, 0.0000, 62, 104, 56
L 23.3183, 332.3447, 0.0000, 30.3902, 332.3447, 0.0000, 62, 104, 56
L 33.8168, 332.3447, 0.0000, 39.7515, 332.3447, 0.0000, 62, 104, 56
L 11.6166, 342.3819, 0.0000, 19.5171, 342.3819, 0.0000, 62, 104, 56
L 22.3985, 342.3819, 0.0000, 29.3674, 342.3819, 0.0000, 62, 104, 56
L 32.2630, 342.3819, 0.0000, 34.4547, 342.3819, 0.0000, 62, 104, 56
L 1098.3232, -424.6948, 0.0000, 1098.5561, -411.6938, 0.0000, 62, 104, 56
L 1098.5561, -411.6938, 0.0000, 1083.4226, -407.2009, 0.0000, 62, 104, 56
L 1083.4226, -407.2009, 0.0000, 1070.3297, -411.4420, 0.0000, 62, 104, 56
L 1070.3297, -411.4420, 0.0000, 1056.4824, -417.7771, 0.0000, 62, 104, 56
L 1056.4824, -417.7771, 0.0000, 1059.3041, -430.7704, 0.0000, 62, 104, 56
L 1059.3041, -430.7704, 0.0000, 1070.3297, -437.9477, 0.0000, 62, 104, 56
L 1070.3297, -437.9477, 0.0000, 1083.9441, -444.6137, 0.0000, 62, 104, 56
L 1083.9441, -444.6137, 0.0000, 1096.2558, -436.1132, 0.0000, 62, 104, 56
L 1096.2558, -436.1132, 0.0000, 1098.3232, -424.6948, 0.0000, 62, 104, 56
L 1070.5417, -436.7183, 0.0000, 1075.3209, -436.7183, 0.0000, 62, 104, 56
L 1077.8456, -436.7183, 0.0000, 1083.9182, -436.7183, 0.0000, 62, 104, 56
L 1085.8512, -436.7183, 0.0000, 1088.7800, -436.7183, 0.0000, 62, 104, 56
L 1066.3118, -428.7026, 0.0000, 1069.7736, -428.7026, 0.0000, 62, 104, 56
L 1072.3128, -428.7026, 0.0000, 1076.7033, -428.7026, 0.0000, 62, 104, 56
L 1079.4918, -428.7026, 0.0000, 1083.9317, -428.7026, 0.0000, 62, 104, 56
L 1087.4158, -428.7026, 0.0000, 1092.3055, -428.7026, 0.0000, 62, 104, 56
L 1066.3118, -420.6870, 0.0000, 1070.0076, -420.6870, 0.0000, 62, 104, 56
L 1073.3940, -420.6870, 0.0000, 1078.1848, -420.6870, 0.0000, 62, 104, 56
L 1081.1264, -420.6870, 0.0000, 1086.2550, -420.6870, 0.0000, 62, 104, 56
L 1087.9917, -420.6870, 0.0000, 1092.7255, -420.6870, 0.0000, 62, 104, 56
L 1070.5417, -412.6714, 0.0000, 1076.7946, -412.6714, 0.0000, 62, 104, 56
L 1078.5303, -412.6714, 0.0000, 1084.1563, -412.6714, 0.0000, 62, 104, 56
L 1087.5492, -412.6714, 0.0000, 1088.7800, -412.6714, 0.0000, 62, 104, 56
L -334.4807, -1671.4208, 0.0000, -334.6126, -1658.5214, 0.0000, 62, 104, 56
L -334.6126, -1658.5214, 0.0000, -349.1850, -1652.0049, 0.0000, 62, 104, 56
L -349.1850, -1652.0049, 0.0000, -362.7998, -1658.0138, 0.0000, 62, 104, 56
